Crop,Pesticide,Valid_From,MRL_values,count
Others (2),"Z,Z,Z,Z-7,13,16,19-docosatetraen-1-yl isobutyrate",2024-08-12,"[np.float64(0.01), np.float64(0.02), np.float64(0.05)]",47
Others (2),Z-13-hexadecen-11-yn-1-yl acetate,2024-08-12,"[np.float64(0.01), np.float64(0.05), np.float64(0.02)]",47
Others (2),Ziram,2008-09-01,"[np.float64(0.1), np.float64(0.2)]",94
Others (2),Zoxamide,2025-08-19,"[np.float64(0.01), np.float64(2.0), np.float64(0.05)]",47
PULSES,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(50.0)]",2
Papayas,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(50.0)]",2
Parsnips,Aldrin and Dieldrin (Aldrin and dieldrin combined expressed as dieldrin),2008-09-01,"[np.float64(0.01), np.float64(0.02)]",4
Passionfruits/maracujas,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(20.0)]",2
Peaches,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Pears,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Peas,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(5.0)]",2
"Peppercorn (black, green and white)",Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(400.0)]",2
"Peppercorn (black, green and white)",Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Pineapples,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(50.0)]",2
Plums,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Pome fruits,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Poppy seeds,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Prickly pears/cactus fruits,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(20.0)]",2
Pumpkin seeds,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Pumpkins,Aldrin and Dieldrin (Aldrin and dieldrin combined expressed as dieldrin),2008-09-01,"[np.float64(0.01), np.float64(0.03)]",4
Quinces,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Rapeseeds/canola seeds,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Raspberries (red and yellow),Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Rice,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(50.0)]",2
Rooibos,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(100.0)]",2
Root and rhizome spices,Bromide ion,2008-09-01,"[np.float64(400.0), np.float64(50.0)]",2
Root and rhizome spices,Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Root and rhizome spices,Parathion,2008-09-01,"[np.float64(0.2), np.float64(0.1)]",4
Rye,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(10.0)]",2
SPICES,Bromide ion,2008-09-01,"[np.float64(400.0), np.float64(50.0)]",2
SPICES,Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Safflower seeds,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Saffron,Bromide ion,2008-09-01,"[np.float64(400.0), np.float64(50.0)]",2
Saffron,Dichlorvos,2008-09-01,"[np.float64(0.1), np.float64(0.02)]",4
Seed spices,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(400.0)]",2
Seed spices,Dichlorvos,2008-09-01,"[np.float64(0.1), np.float64(0.02)]",4
Sesame seeds,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Sichuan pepper,Bromide ion,2008-09-01,"[np.float64(400.0), np.float64(50.0)]",2
Sichuan pepper,Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Sorghum,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(50.0)]",2
Sorghum,Terbuthylazine (R),2021-11-06,"[np.float64(0.01), np.float64(0.02)]",4
Soursops/guanabanas,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(20.0)]",2
Soyabeans,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Star apples/cainitos,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(20.0)]",2
Stone fruits,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Strawberry,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(100.0)]",2
Sugar beet roots,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Sugar canes,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
Sunflower seeds,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Table grapes,Bromide ion,2008-09-01,"[np.float64(5.0), np.float64(20.0)]",2
Table grapes,Clethodim,2008-09-01,"[np.float64(1.0), np.float64(0.5)]",2
Table olives,Bromide ion,2008-09-01,"[np.float64(10.0), np.float64(20.0)]",2
Tamarind,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(400.0)]",2
Tamarind,Dichlorvos,2008-09-01,"[np.float64(0.1), np.float64(0.02)]",4
Teas,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(70.0)]",2
Tomatoes,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(30.0)]",2
Turmeric/curcuma,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(400.0)]",2
Turmeric/curcuma,Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Turmeric/curcuma,Parathion,2008-09-01,"[np.float64(0.2), np.float64(0.1)]",4
Valerian,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(70.0)]",2
Vanilla,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(400.0)]",2
Vanilla,Dichlorvos,2008-09-01,"[np.float64(0.02), np.float64(0.1)]",4
Watermelons,Aldrin and Dieldrin (Aldrin and dieldrin combined expressed as dieldrin),2008-09-01,"[np.float64(0.01), np.float64(0.03)]",4
Wheat,Bromide ion,2008-09-01,"[np.float64(50.0), np.float64(10.0)]",2
Wine grapes,Bromide ion,2008-09-01,"[np.float64(20.0), np.float64(5.0)]",2
