Crop_ID,Crop_Map_Name,Crop_Data_Name,"1,3 DICHLOROPROPENE","1,4-DIMETHYLNAPHTALENE",1-MCP,"2,4-D",ABAMECTIN,ACEQUINOCYL,ACETAMIPRID,ACLONIFEN,ACRINATHRIN,ALACHLOR,ALDRIN,AMETOCTRADIN,AMINOTRIAZOLE,AMITRAZ,ATRAZINE,AZOCYCLOTIN,AZOXYSTROBIN,BENALAXYL,BENFLURALIN,BENTAZONE,BENTHIAVALICARB- ISOPROPYL,BIFENAZATE,BIFENTHRIN,BITERTANOL,BOSCALID,BROMACIL,BROMOPROPYLATE,BROMOXYNIL,BROMUCONAZOLE,BUPIRIMATE,BUPROFEZIN,CAPTAN,CARBARYL,CARBENDAZIM,CARBOXIN,CARFENTRAZONE ETHYL,CHLORANTRANILIPROLE,CHLORDANE,CHLORFENAPYR,CHLORFLUAZURON,CHLORIDAZON,CHLORMEQUAT CHLORIDE,CHLOROTHALONIL,CHLORPROPHAM,CHLORPYRIFOS,CHLORSULFURON,CHLORTHAL DIMETHYL,CINIDON ETHYL,CLETHODIM,CLODINAFOP PROPARGYL,CLOFENTEZINE,CLOMAZONE,CLOPYRALID,CLOQUINTOCET MEXYL,CLOTHIANIDIN,CYANTRANILIPROLE,CYCLOXYDIM,CYFLUFENAMID,CYFLUMETOFEN,CYFLUTHRIN,CYHEXATIN,CYMOXANIL,CYPERMETHRIN,CYPROCONAZOLE,CYPRODINIL,CYPROSULFAMIDE,CYROMAZINE,D.D.T.,DELTAMETHRIN,DIAFENTHIURON,DICAMBA,DICHLORPROP-P,DICLOFOP METHYL,DIDECYL DIMETHYL AMMONIUM CHLORIDE,DIETHOFENCARB,DIFENOCONAZOLE,DIFLUBENZURON,DIFLUFENICAN,DIMETHENAMID,DIMETHOATE,DIMETHOMORPH,DIMETHYL DISULFIDE,DINICONAZOLE-M,DINOCAP,DINOTEFURAN,DIPHENYLAMINE,DIQUAT,DITHIANON,DITHIOCARBAMATES,DIURON,DODINE,EMAMECTIN BENZOATE,ENDRIN,ESFENVALERATE,ETHALFLURALIN,ETHEPHON,ETHOXYQUIN,ETOFENPROX,ETOXAZOLE,FAMOXADONE,FENAMIDONE,FENAMIPHOS,FENARIMOL,FENAZAQUIN,FENBUCONAZOLE,FENBUTATIN OXIDE,FENHEXAMID,FENOXAPROP-P-ETHYL,FENOXYCARB,FENPYROXIMATE,FLONICAMID,FLORASULAM,FLUAZIFOP-P-BUTYL,FLUAZINAM,FLUBENDIAMIDE,FLUDIOXONIL,FLUENSULFONE,FLUFENACET,FLUFENOXURON,FLUMETSULAM,FLUMIOXAZIN,FLUOMETURON,FLUOPICOLIDE,FLUOPYRAM,FLUOXASTROBIN,FLUPYRADIFURONE,FLUROCHLORIDONE,FLUROXYPYR,FLURPRIMIDOL,FLUTOLANIL,FLUTRIAFOL,FOLPET,FOMESAFEN,FORAMSULFURON,FORCHLORFENURON,FORMETANATE HCL,FOSETYL AL,GLUFOSINATE AMMONIUM,GLYPHOSATE,GUAZATINE,HALAUXIFEN METHYL,HALOXYFOP R METHYL,HEPTACHLOR,HYMEXAZOL,IMAZALIL,IMAZAMOX,IMAZAPIC,IMAZAPYR,IMAZETHAPYR,IMIDACLOPRID,IN ACCREDITATION=,INDOXACARB,IODOSULFURON METHYL SODIUM,IPRODIONE,IPROVALICARB,ISOXABEN,ISOXADIFEN ETHYL,ISOXAFLUTOLE,KRESOXIM METHYL,LAMBDA CYHALOTHRIN,LINDANE,LINURON,LUFENURON,MALATHION,MALEIC HYDRAZIDE,MANDIPROPAMID,MCPA,MECOPROP-P,MEFENPYR DIETHYL,MEPANIPYRIM,MEPTYLDINOCAP,MESOSULFURON-METHYL,METAFLUMIZONE,METALAXYL,METAM SODIUM,METAMITRON,METAZACHLOR,METHIOCARB,METHOMYL,METHOXYFENOZIDE,METOLACHLOR,METOMINOSTROBIN,METRAFENONE,METRIBUZIN,MILBEMECTIN,MSMA,MYCLOBUTANIL,NOVALURON,ORTHO PHENYLPHENOL,OXADIARGYL,OXADIAZON,OXAMYL,OXATHIAPIPROLIN,OXOLINIC ACID,OXYFLUORFEN,PACLOBUTRAZOLE,PARAQUAT,PCNB (QUINTOZENE),PENCONAZOLE,PENCYCURON,PENDIMETHALIN,PERMETHRIN,PHOSMET,PICOXYSTROBIN,PINOXADEN,PIPERONYL BUTOXIDE,PIRIMICARB,PIRIMIPHOS-METHYL,PROCHLORAZ,PROHEXADIONE CALCIUM,PROMETRYNE,PROPAMOCARB HCL,PROPAQUIZAFOP,PROPARGITE,PROPOXYCARBAZONE-SODIUM,PROPYZAMIDE,PROQUINAZID,PYMETROZINE,PYRACLOSTROBIN,PYRAFLUFEN-ETHYL,PYRIDABEN,PYRIDALYL,PYRIDATE,PYRIMETHANIL,PYRIMIDIFEN,PYRIOFENONE,PYRIPROXYFEN,PYRITHIOBAC SODIUM,QUINOXYFEN,QUIZALOFOP-P-ETHYL,QUIZALOFOP-P-TEFURYL,RIMSULFURON,SPINETORAM,SPINOSAD,SPIRODICLOFEN,SPIROMESIFEN,SPIROTETRAMAT,SPIROXAMINE,SULFENTRAZONE,SULFOSULFURON,SULFOXAFLOR,TAU-FLUVALINATE,TEBUCONAZOLE,TEBUFENPYRAD,TEFLUBENZURON,TERBACIL,TERBUTRYN,TETRACONAZOLE,TETRADIFON,THIABENDAZOLE,THIACLOPRID,THIAMETHOXAM,THIDIAZURON,THIOCYCLAM HYDROGEN OXALATE,TOLCLOFOS METHYL,TOLFENPYRAD,TRIADIMEFON,TRIADIMENOL,TRIASULFURON,TRIBENURON METHYL,"TRICLOPYR (3,5,6-TPA)",TRIFLOXYSTROBIN,TRIFLOXYSULFURON,TRIFLUMURON,TRIFORINE,UNICONAZOLE,VALIFENALATE,ZOXAMIDE
789,PASSION FRUIT,PASSION FRUIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,PEACH,PEACH,,,,0.05,0.02,,0.05,,0.2,,,,0.02,0.5,,,0.2,,,,,,0.6,,3.0,,,,0.05,0.2,0.4,15.0,,,,0.02,0.3,,,,,,0.2,,0.5,,,,,,,,,,0.5,,,,,0.5,1.0,,2.0,0.05,0.2,,,,0.05,,,,,,,0.5,,0.02,,1.0,,,0.05,0.05,0.05,,,1.0,3.0,0.1,,0.01,,5.0,,,,1.0,,,,,0.5,0.1,0.5,7.0,,,,0.1,0.6,,,,,0.2,,0.02,,,0.01,,,0.7,,,,0.01,,,0.05,5.0,,,,0.01,,0.01,,,,,,,0.01,,,,,0.3,,,,,,,,,0.1,0.02,,0.05,0.15,,,,,,,,0.2,,,,,,,0.05,,,,0.1,,,,,0.5,0.05,,,,,,,,,,,0.1,,,,0.5,0.1,,,,,,,,,,,,0.02,0.05,,0.2,0.02,,,,,,,0.02,,0.03,,,,0.05,0.05,0.05,,,,,,0.02,0.5,0.3,,,,,0.05,1.0,,0.3,0.05,,,,,,0.5,,,,0.5,,,,,,
834,PEANUT,PEANUT,,,,,0.01,,,,,0.02,,,,0.5,,1.0,0.01,,0.02,0.05,,,0.05,,0.05,,,,,,,0.05,,0.1,,0.02,0.05,,,0.2,,,0.05,,0.02,,,,0.5,,,,,,0.02,,0.2,,,,0.2,,,0.05,,,,,,,,,,,,,,,0.01,,,,,,,,,,0.1,,,,,,0.02,,,,,,,,,,0.2,,,,,,,,0.1,0.05,0.02,,,,,,,,,,,,0.01,,,,,,,,,,,,0.1,,,0.02,,,,0.01,0.01,,,,,0.02,,,,,,,,0.05,,,,,,,,,,,,,,,0.05,,,,,,0.5,,,,,,,0.02,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.01,0.1,,,,,0.05,0.01,,0.01,0.05,,,,,,,0.1,0.1,,,,,,,,,,,0.1,0.2,,,,0.02,0.05,1.0,,,0.05,,,,,,,,,,,,,,,,
835,PEAR,PEAR,,,0.01,0.01,0.02,,0.05,,0.2,,,,0.02,0.5,,2.0,,,,,,0.05,0.5,2.0,0.01,,,,,,,10.0,,3.0,,0.02,0.2,,,,,3.0,,,0.5,,,,,,,,,,0.5,,,,,,2.0,,,,,,,,0.03,,,,,,,,,0.02,,1.0,,,0.05,0.05,,,,2.0,,0.1,,0.02,,,,5.0,3.0,1.0,,,,,,0.1,0.1,,,,0.05,0.1,0.2,,0.1,,0.2,1.0,,,0.2,,0.01,,,0.2,,,,0.01,,,,10.0,,,0.01,,,,,,,,,,,,,,,0.3,,,,10.0,,,,,,,,0.05,0.05,2.0,,,,,,,0.05,,,,,,,0.05,,0.05,,,,,0.05,,0.5,0.1,,,,,,0.01,,,,,0.2,,,,0.5,,,,,,,0.05,,,,,,0.02,,,,0.02,,,,,,,0.02,,,0.1,,,0.1,0.05,0.05,,0.2,,,,,,0.4,0.05,1.0,,,,,3.0,0.1,0.02,,,,,,,,,,0.5,,0.5,2.0,,,
836,PEAS,PEAS,,,,,,,,,,,,,,,,,1.0,,,0.2,,,0.3,,0.02,,,,,,,,,,,,0.05,,,,,,1.0,,,,,,0.5,,,,,,,,0.2,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,0.02,,,,0.01,,,0.01,,,0.02,,,,,,,,,,,,0.5,,,,,,,,,,0.05,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,0.02,,,0.02,,,,,,,,,,,0.1,0.1,,0.01,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,
837,PECAN,PECAN,,,,,,,,,,,,,0.02,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,0.01,,,,,,,0.01,,,,,,,,,,,0.2,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
839,PEPPER,PEPPER,0.01,,,,0.02,0.7,0.05,,0.1,,,,,,,,0.5,,,,,0.05,0.2,,0.3,,,,0.05,,0.3,,,0.1,,,0.2,,0.1,0.2,,,,,,,,,0.5,,0.1,0.05,,,,0.2,0.2,0.05,0.1,0.2,,,0.5,0.05,0.8,,,,0.2,0.05,,,,,,,,,,,,0.01,,0.05,0.05,,,,1.0,,,0.01,,0.5,,,,,0.05,,,,0.5,,0.2,,0.5,,,0.05,0.2,,0.1,,0.1,0.5,0.2,,,,,,,,0.01,,,,,,0.2,,,,,0.5,,,,,,0.02,,,,,,,,0.3,,0.02,,5.0,,,,,,0.2,,,0.2,0.5,,,,,,0.1,,,,0.01,0.05,,,0.05,1.0,0.5,,0.2,,,0.05,,0.5,,,,0.02,0.01,,,,,,,0.2,,,,,,,,,,,,,,,1.0,,,,0.1,0.4,,0.05,,,,0.02,,,,0.03,0.1,,,0.05,0.5,,1.0,0.05,,,,0.1,,0.5,0.1,0.5,,,,1.0,,,0.02,,0.05,,,,0.1,,,,0.2,,0.05,0.5,,,
842,PERSIMMON,PERSIMMON,,,,0.05,,,0.1,,0.1,,,,0.02,0.5,,,0.1,,,,,,0.2,,0.05,,,,,,0.1,10.0,,,,0.02,,,,,,,0.02,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.02,,1.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,3.0,,,,,0.2,,,,,,,0.02,,,0.01,,,,,,,0.01,,,,,,,,,,0.01,,,,,,,0.01,,,,,0.05,,,,,,,,,0.05,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,0.02,,,,,,,,0.02,,,,,,0.05,0.01,,,,,,,,,,,,,,,,,0.05,0.05,,,,,,,,,,,,,,,,
851,PLUM,PLUM,,,,0.05,0.01,,0.05,,0.2,,,,0.02,0.5,,,0.05,,,,,0.05,0.6,2.0,,,,,,,0.4,5.0,,0.2,,0.02,0.3,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,0.05,0.2,,,,0.05,,,,,,,0.05,,0.02,,0.5,,,0.05,0.05,0.05,,,,3.0,0.1,,0.01,,,,0.5,,1.0,,,,0.05,,,0.5,10.0,,,,,,,,,,0.2,,0.02,,,0.01,,,,,,,0.01,,,,,,,,,,0.01,,,,,,,0.01,,,,,0.3,,,,1.0,,,,,0.1,0.02,,0.05,,2.0,,,,,,,,,,,,,,0.05,,,,0.1,,,,,0.2,0.05,,,,,,,,,,,,,,,0.5,0.1,,,,,0.05,0.05,,,,7.0,,0.02,,,,,,,,,,,0.02,,,,,,0.05,0.05,0.05,,,,,,,0.5,0.2,,0.2,,,0.05,1.0,,0.3,0.02,,,,,,,,,,0.5,,,,0.05,,
852,POME FRUITS,POME FRUITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,POMEGRANATE,POMEGRANATE,,,,0.05,,,0.1,,0.05,,,,,,,,0.2,,,,,,0.1,,,,,,,,0.4,,,,,0.02,0.2,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.1,,0.02,,,,,,,,,,,0.05,0.1,,0.01,,,,,,,,,,,,,,,,,,,0.3,,,,0.07,1.0,,0.02,0.2,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,1.0,,0.1,,,,,,,,0.1,,,0.5,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.02,0.05,,0.1,,,,0.02,0.1,0.05,,,,,,,,0.02,0.3,,,,,,,,,,,,,,,,
857,POTATO,POTATO,0.01,1.5,,,0.01,,,,,,,0.02,,,,,0.05,0.02,,,0.02,,0.05,,0.03,,,,,,,,,,,0.02,0.01,,,0.5,,,0.2,5.0,,,,,0.5,,,0.05,,,,,0.2,,,,,0.05,0.05,,,,0.05,,0.04,0.05,,,,,,0.1,,,,,0.1,,,,,,0.05,,0.2,,,0.01,,0.05,,,,,,0.05,0.05,,,,,,,,,,0.2,,0.1,0.05,0.02,0.01,,0.02,,,,,0.05,,,,,,,0.1,0.2,0.02,,,,,,0.01,,,,,,,5.0,,,,,0.5,,0.02,,0.1,0.05,,,,,0.02,,0.05,0.05,,50.0,0.05,,,,,,,0.01,0.05,0.05,,,0.05,0.1,0.05,0.1,,,0.01,,,,0.02,,,,,,,,,0.02,0.2,,0.05,0.1,,,,,,,,,,,0.2,0.01,,,,,0.05,0.03,,,0.01,,,,,,,,,,,0.01,0.05,,,,,,,,,0.2,,0.1,,,,,5.0,0.02,0.02,,0.05,,,,,,,,0.2,,,,,0.01,0.02
858,POULTRY MEAT,POULTRY MEAT,,,,0.05,,,,,,,0.2,,,,0.02,,,,,,,,,,,,,,,,,,0.05,,,,,0.5,,,,0.04,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.05,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,
859,POULTRY OFFAL,POULTRY OFFAL,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.01,,,,,,,,,,,
861,PRICKLY PEAR CACTUS,PRICKLY PEAR CACTUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
885,PUMPKINS,PUMPKINS,,,,,0.01,,0.02,,,,,,,,,,,,,,,,,,0.2,,,,,0.05,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.02,,,0.01,,,,,0.02,,,0.2,,,,,,,,,,,0.1,,,,,,,,,,,,,0.5,,,,,0.02,,0.1,,,,,,,,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,
888,QUINCE,QUINCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,3.0,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
894,RADISH,RADISH,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,RED SWEET PEPPER,RED SWEET PEPPER,,,,,0.02,,,,,,,,,,,,0.5,,,,,,0.2,,,,,,0.05,,,,,,,0.2,0.01,,,0.2,,,,,,,,,0.5,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,0.1,0.2,,,,,0.1,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,0.03,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,
908,RHODS GRASS,RHODS GRASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,ROKET,ROKET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,5.0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,ROKULA,ROKULA,,,,,,0.7,3.0,,,,,,,,,,15.0,,,,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,,,,3.0,,,,3.0,,,,5.0,,,0.1,,,,,,,0.2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2.0,,,,,,,,,,,0.05,,,5.0,,,,,,,,0.5,,,,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
926,ROOT VEGETABLE,ROOT VEGETABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,ROSMARINE,ROSMARINE,,,,,0.05,0.7,3.0,,,,,,,,,,0.6,,,,,1.0,1.0,,4.0,,,,,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.4,,,,,10.0,,,,3.0,,,,5.0,,,0.1,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,0.05,,,10.0,,,,,,,,0.5,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
930,RUMEX CRISPUS,RUMEX CRISPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
945,SAFFLOWER,SAFFLOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,SAGE,SAGE,,,,,,0.7,3.0,,,,,,,,,,2.0,,,,,1.0,1.0,,4.0,,,,,,4.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,10.0,,,,3.0,,,,5.0,,,0.1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,0.05,,,10.0,,,,,,,,0.5,,,,1.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,3.0,,,,,,,,,0.05,2.0,,,1.0,,,,,,,,,,,,,,1.0,3.0,,0.05,,,,,,,,2.0,,,,,,
962,SCARLET,SCARLET,,,,,0.01,,0.02,,,,,,,,,,,,,,,,,,0.2,,,,0.05,0.05,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.02,,,0.01,,,,,0.02,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.02,,0.1,,,,,,,,,,0.05,,,,,,,,,,,,0.05,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.1,,,,,,,,,,,,,,,,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,
971,SHEEPS,SHEEPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,SMALL RADISH,SMALL RADISH,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,0.05,,,,,,,,,,1.0,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,0.5,,,,,,,,,,0.02,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
