Active Ingredient,Crop,MRL,Update Date,Pending for regulations update
"PENTHIOPYRAD","MELON",,"2019-07-23T00:00:00","0.050"
"PENTHIOPYRAD","CUCUMBER",,"2019-07-23T00:00:00","0.150"
"PENTHIOPYRAD","WATERMELON",,"2018-07-05T00:00:00","0.010"
"PENTHIOPYRAD","PEPPER",,"2019-07-23T00:00:00","0.200"
"PENTHIOPYRAD","EGG PLANT",,"2024-10-29T00:00:00","0.200"
"PENTHIOPYRAD","TOMATO",,"2020-06-23T00:00:00","0.150"
"PENTHIOPYRAD","APPLE",,"2018-07-05T00:00:00","0.150"
"PENTHIOPYRAD","CHERRY",,"2023-03-15T00:00:00","1.500"
"PERMETHRIN","FAT","3.000","2005-11-10T00:00:00",
"PERMETHRIN","MILK","0.100","2005-11-10T00:00:00",
"PERMETHRIN","MEAT","1.000","2005-11-10T00:00:00",
"PERMETHRIN","EDIBLE OFFAL","0.100","2005-11-10T00:00:00",
"PERMETHRIN","EGGS","0.100","2005-11-10T00:00:00",
"PERMETHRIN","POULTRY MEAT","0.100","2005-11-10T00:00:00",
"PERMETHRIN","POULTRY OFFAL","0.100","2005-11-10T00:00:00",
"PHOSMET","ALMOND","0.050","2012-12-02T00:00:00",
"PHOSMET","APPLE","0.500","2005-05-26T00:00:00",
"PHOSMET","PEAR","0.500","2006-11-23T00:00:00",
"PHOSMET","PLUM","0.500","2005-05-26T00:00:00",
"PHOSMET","APRICOT","0.500","2009-05-31T00:00:00",
"PHOSMET","NECTARINE","0.500","2005-05-26T00:00:00",
"PHOSMET","PEACH","0.500","2005-05-26T00:00:00",
"PICOXYSTROBIN","GRAPES",,"2019-07-23T00:00:00","0.150"
"PICOXYSTROBIN","ALMOND","0.010","2016-12-20T00:00:00",
"PICOXYSTROBIN","APPLE","0.050","2016-05-16T00:00:00",
"PICOXYSTROBIN","PEAR",,"2019-06-19T00:00:00","0.050"
"PICOXYSTROBIN","PLUM","0.100","2016-08-04T00:00:00",
"PICOXYSTROBIN","CHERRY",,"2023-03-15T00:00:00","0.200"
"PICOXYSTROBIN","NECTARINE","0.100","2016-08-04T00:00:00",
"PICOXYSTROBIN","PEACH","0.100","2016-08-04T00:00:00",
"PINOXADEN","BARLEY","0.010","2013-05-19T00:00:00",
"PINOXADEN","WHEAT","0.010","2009-01-14T00:00:00",
"PIPERONYL BUTOXIDE","MILK","0.250","2016-08-04T00:00:00",
"PIPERONYL BUTOXIDE","MEAT","0.100","2017-12-28T00:00:00",
"PIPERONYL BUTOXIDE","CATTLE","0.100","2017-12-28T00:00:00",
"PIPERONYL BUTOXIDE","SHEEPS","0.100","2017-12-28T00:00:00",
"PIRIMICARB","FORAGE CORN","0.050","1996-01-01T00:00:00",
"PIRIMICARB","THYME","1.000","2011-12-19T00:00:00",
"PIRIMICARB","ARTICHOKE","1.000","1996-01-01T00:00:00",
"PIRIMICARB","CELERIAC","1.000","2013-01-21T00:00:00",
"PIRIMICARB","CABBAGE","1.000","1996-01-01T00:00:00",
"PIRIMICARB","MELON","1.000","1996-01-01T00:00:00",
"PIRIMICARB","CUCUMBER","1.000","1996-01-01T00:00:00",
"PIRIMICARB","CORIANDER","1.000","2011-12-19T00:00:00",
"PIRIMICARB","LETTUCE","1.000","1996-01-01T00:00:00",
"PIRIMICARB","SWEET CORN","0.050","1996-01-01T00:00:00",
"PIRIMICARB","TOMATO","1.000","1996-01-01T00:00:00",
"PIRIMICARB","BEANS","0.200","2012-05-06T00:00:00",
"PIRIMICARB","COTTON","0.050","1996-01-01T00:00:00",
"PIRIMICARB","OREGANO","1.000","2011-12-19T00:00:00",
"PIRIMICARB","DILL","1.000","2011-12-19T00:00:00",
"PIRIMICARB","MARJORAM","1.000","2011-12-19T00:00:00",
"PIRIMICARB","MINT","1.000","2011-12-19T00:00:00",
"PIRIMICARB","PARSLEY (roots and leaves)","1.000","2011-12-19T00:00:00",
"PIRIMICARB","ROSMARINE","1.000","2011-12-19T00:00:00",
"PIRIMICARB","SAGE","1.000","2011-12-19T00:00:00",
"PIRIMICARB","ESTRAGON","1.000","2011-12-19T00:00:00",
"PIRIMICARB","ROKET","1.000","2020-11-11T00:00:00",
"PIRIMICARB","ROKULA","1.000","2011-12-19T00:00:00",
"PIRIMICARB","CYMBOPOGON","1.000","2011-12-19T00:00:00",
"PIRIMIPHOS-METHYL","MILK","0.010","2013-01-23T00:00:00",
"PIRIMIPHOS-METHYL","MEAT","0.010","2013-01-23T00:00:00",
"PIRIMIPHOS-METHYL","EGGS","0.010","2013-01-23T00:00:00",
"PIRIMIPHOS-METHYL","CEREALS","5.000","2013-06-30T00:00:00",
"PROCHLORAZ","STRAWBERRY","0.500","1999-01-01T00:00:00",
"PROCHLORAZ","MELON","0.050","2010-06-21T00:00:00",
"PROCHLORAZ","CUCUMBER","0.020","2005-12-07T00:00:00",
"PROCHLORAZ","EGG PLANT","5.000","1996-01-01T00:00:00",
"PROCHLORAZ","TOMATO","5.000","2013-01-21T00:00:00",
"PROCHLORAZ","ALMOND","1.000","1996-01-01T00:00:00",
"PROCHLORAZ","AVOCADO","5.000","1996-01-01T00:00:00",
"PROCHLORAZ","MANGO","2.000","1996-01-01T00:00:00",
"PROCHLORAZ","POMEGRANATE","2.000","2010-01-04T00:00:00",
"PROCHLORAZ","PLUM","0.050","1996-01-01T00:00:00",
"PROCHLORAZ","APRICOT","1.000","1996-01-01T00:00:00",
"PROHEXADIONE CALCIUM","APPLE","0.050","2008-03-25T00:00:00",
"PROHEXADIONE CALCIUM","PEAR","0.050","2013-01-21T00:00:00",
"PROHEXADIONE CALCIUM","PLUM","0.050","2015-11-12T00:00:00",
"PROMETRYNE","CELERIAC","0.200","1999-01-01T00:00:00",
"PROMETRYNE","WATERMELON","0.020","2009-10-13T00:00:00",
"PROMETRYNE","DILL","0.200","2005-11-21T00:00:00",
"PROMETRYNE","PARSLEY (roots and leaves)","0.200","2005-11-21T00:00:00",
"PROPAMOCARB HCL","STRAWBERRY","2.000","2013-01-21T00:00:00",
"PROPAMOCARB HCL","POTATO","0.200","2008-03-16T00:00:00",
"PROPAMOCARB HCL","BRASSICA","0.200","2008-03-16T00:00:00",
"PROPAMOCARB HCL","CABBAGE","0.200","2021-08-01T00:00:00",
"PROPAMOCARB HCL","BROCCOLI","0.200","2021-08-01T00:00:00",
"PROPAMOCARB HCL","CAULIFLOWER","0.200","2021-08-01T00:00:00",
"PROPAMOCARB HCL","KOHLRABI",,"2021-08-01T00:00:00","0.200"
"PROPAMOCARB HCL","MELON","2.000","2008-03-16T00:00:00",
"PROPAMOCARB HCL","CUCUMBER","2.000","2008-03-16T00:00:00",
"PROPAMOCARB HCL","PUMPKINS","0.100","2015-11-12T00:00:00","0.500"
"PROPAMOCARB HCL","SQUASH",,"2017-03-13T00:00:00","2.000"
"PROPAMOCARB HCL","LETTUCE","10.000","2008-03-16T00:00:00",
"PROPAMOCARB HCL","TOMATO","0.200","2012-02-15T00:00:00",
"PROPAMOCARB HCL","SCARLET","0.100","2015-11-12T00:00:00","0.500"
"PROPAMOCARB HCL","ONION","0.200","2013-01-21T00:00:00",
"PROPAQUIZAFOP","ALFALFA","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","CLOVER","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","VETCH","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","FRUITS","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","GRAPES","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","POTATO","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","WATERMELON","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","CHICK PEA","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","TOMATO","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","PEAS","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","CARROT","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","ONION","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","COTTON","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","PEANUT","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","SUNFLOWER","0.010","1999-01-01T00:00:00",
"PROPAQUIZAFOP","GARLIC","0.010","1999-01-01T00:00:00",
"PROPARGITE","CUCURBITS","0.500","2005-11-22T00:00:00","יתבטל"
"PROPARGITE","MELON","0.500","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","CUCUMBER","0.500","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","SQUASH","0.500","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","WATERMELON","0.500","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","PEPPER","1.000","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","EGG PLANT","0.500","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","TOMATO","2.000","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","BEANS","2.000","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","COTTON","0.100","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","PEANUT","0.100","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","APPLE","5.000","1996-01-01T00:00:00","יתבטל"
"PROPARGITE","PLUM","7.000","2005-11-22T00:00:00","יתבטל"
"PROPARGITE","NECTARINE","7.000","2005-11-22T00:00:00","יתבטל"
"PROPOXYCARBAZONE-SODIUM","WHEAT","0.050","2005-11-21T00:00:00",
"PROPYZAMIDE","ALFALFA","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","CLOVER","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","VETCH","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","GRAPES","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","CITRUS FRUIT","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","ARTICHOKE","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","CHICK PEA","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","LETTUCE","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","LEGUMS","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","PEAS","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","SAFFLOWER","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","AVOCADO","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","MANGO","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","PERSIMMON","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","APPLE","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","PEAR","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","PLUM","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","NECTARINE","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","PEACH","0.020","2013-01-21T00:00:00",
"PROPYZAMIDE","OLIVES","0.020","2013-01-21T00:00:00",
"PROQUINAZID","GRAPES","0.050","2007-05-06T00:00:00","0.500"
"PROQUINAZID","MELON","0.050","2011-05-17T00:00:00",
"PROQUINAZID","CUCUMBER",,"2024-01-29T00:00:00","0.050"
"PROQUINAZID","SQUASH",,"2024-01-29T00:00:00","0.050"
"PROQUINAZID","WATERMELON","0.050","2013-01-21T00:00:00",
"PROQUINAZID","PEPPER",,"2024-01-29T00:00:00","0.100"
"PROQUINAZID","EGG PLANT",,"2024-01-29T00:00:00","0.050"
"PROQUINAZID","TOMATO",,"2024-01-29T00:00:00","0.100"
"PROQUINAZID","APPLE","0.050","2011-05-17T00:00:00",
"PROQUINAZID","NECTARINE","0.050","2011-05-17T00:00:00",
"PROQUINAZID","PEACH","0.050","2011-05-17T00:00:00",
"PROTHIOCONAZOLE","PEANUT",,"2017-01-30T00:00:00","0.020"
"PYMETROZINE","THYME","1.000","2010-12-15T00:00:00",
"PYMETROZINE","STRAWBERRY","0.500","2006-11-23T00:00:00",
"PYMETROZINE","CITRUS FRUIT","0.100","2005-12-30T00:00:00",
"PYMETROZINE","POTATO","0.050","2008-06-19T00:00:00",
"PYMETROZINE","CELERIAC","1.000","2012-07-02T00:00:00",
"PYMETROZINE","BRASSICA","0.100","2006-11-23T00:00:00",
"PYMETROZINE","CABBAGE","0.100","2021-08-17T00:00:00",
"PYMETROZINE","BROCCOLI","0.100","2021-08-17T00:00:00",
"PYMETROZINE","KOHLRABI","0.100","2021-08-17T00:00:00",
"PYMETROZINE","MELON","0.020","2008-07-30T00:00:00",
"PYMETROZINE","WATERMELON","0.050","2008-12-03T00:00:00",
"PYMETROZINE","BEET, GREENS","1.000","2014-03-19T00:00:00",
"PYMETROZINE","CORIANDER","1.000","2010-12-31T00:00:00",
"PYMETROZINE","CHINESE CABBAGE","0.100","2021-08-17T00:00:00",
"PYMETROZINE","SPINACH","1.000","2014-03-19T00:00:00",
"PYMETROZINE","PEPPER","0.100","2006-11-23T00:00:00",
"PYMETROZINE","OREGANO","1.000","2010-12-15T00:00:00",
"PYMETROZINE","BASIL","1.000","2010-12-15T00:00:00",
"PYMETROZINE","DILL","1.000","2010-12-15T00:00:00",
"PYMETROZINE","MARJORAM","1.000","2010-12-15T00:00:00",
"PYMETROZINE","MINT","1.000","2010-12-15T00:00:00",
"PYMETROZINE","PARSLEY (roots and leaves)","1.000","2010-12-15T00:00:00",
"PYMETROZINE","ROSMARINE","1.000","2010-12-15T00:00:00",
"PYMETROZINE","SAGE","1.000","2010-12-15T00:00:00",
"PYMETROZINE","ESTRAGON","1.000","2010-12-15T00:00:00",
"PYMETROZINE","ROKET","1.000","2020-11-10T00:00:00",
"PYMETROZINE","ROKULA","1.000","2010-12-15T00:00:00",
"PYMETROZINE","MIZONA","1.000","2014-03-19T00:00:00",
"PYMETROZINE","TATSUI LEAVES","0.100","2014-03-19T00:00:00",
"PYRACLOSTROBIN","THYME","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","GRAPES","2.000","2013-03-13T00:00:00",
"PYRACLOSTROBIN","STRAWBERRY","0.200","2006-08-02T00:00:00",
"PYRACLOSTROBIN","CITRUS FRUIT","0.030","2003-11-05T00:00:00",
"PYRACLOSTROBIN","MELISA","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","POTATO","0.030","2003-11-05T00:00:00",
"PYRACLOSTROBIN","SMALL RADISH",,"2020-01-08T00:00:00","0.050"
"PYRACLOSTROBIN","CELERIAC","0.200","2006-08-23T00:00:00",
"PYRACLOSTROBIN","CABBAGE","0.050","2013-03-13T00:00:00",
"PYRACLOSTROBIN","BROCCOLI",,"2021-08-23T00:00:00","0.150"
"PYRACLOSTROBIN","CAULIFLOWER","0.050","2021-08-17T00:00:00",
"PYRACLOSTROBIN","MELON","2.000","2013-03-13T00:00:00",
"PYRACLOSTROBIN","CUCUMBER","2.000","2010-06-21T00:00:00",
"PYRACLOSTROBIN","PUMPKINS","0.100","2010-06-21T00:00:00",
"PYRACLOSTROBIN","SQUASH","2.000","2010-06-21T00:00:00",
"PYRACLOSTROBIN","WATERMELON","0.050","2013-03-13T00:00:00",
"PYRACLOSTROBIN","CHICK PEA","0.050","2010-10-04T00:00:00",
"PYRACLOSTROBIN","CORIANDER","2.000","2009-06-02T00:00:00",
"PYRACLOSTROBIN","LETTUCE","1.000","2013-03-13T00:00:00",
"PYRACLOSTROBIN","PEPPER","0.400","2009-04-05T00:00:00",
"PYRACLOSTROBIN","EGG PLANT","0.030","2003-11-04T00:00:00",
"PYRACLOSTROBIN","TOMATO","0.050","2003-11-05T00:00:00",
"PYRACLOSTROBIN","PEAS","0.020","2010-06-21T00:00:00",
"PYRACLOSTROBIN","SCARLET","0.100","2010-06-21T00:00:00",
"PYRACLOSTROBIN","SWEET POTATO","0.500","2008-06-10T00:00:00",
"PYRACLOSTROBIN","CARROT","0.100","2009-04-05T00:00:00",
"PYRACLOSTROBIN","ONION","0.300","2009-04-05T00:00:00",
"PYRACLOSTROBIN","COTTON","0.200","2003-11-05T00:00:00",
"PYRACLOSTROBIN","PEANUT","0.050","2011-01-11T00:00:00",
"PYRACLOSTROBIN","ALMOND","1.500","2012-08-26T00:00:00",
"PYRACLOSTROBIN","GARLIC","0.300","2009-04-05T00:00:00",
"PYRACLOSTROBIN","PERSIMMON","0.020","2010-06-21T00:00:00",
"PYRACLOSTROBIN","APPLE","0.500","2008-12-03T00:00:00",
"PYRACLOSTROBIN","PEAR",,"2019-07-08T00:00:00","0.500"
"PYRACLOSTROBIN","NECTARINE","0.200","2011-01-11T00:00:00",
"PYRACLOSTROBIN","PEACH","0.200","2011-01-11T00:00:00",
"PYRACLOSTROBIN","BASIL","2.000","2006-10-23T00:00:00",
"PYRACLOSTROBIN","CHIVES","0.200","2006-10-23T00:00:00",
"PYRACLOSTROBIN","DILL","2.000","2009-06-02T00:00:00",
"PYRACLOSTROBIN","MARJORAM","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","MINT","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","PARSLEY (roots and leaves)","2.000","2006-08-23T00:00:00",
"PYRACLOSTROBIN","ROSMARINE","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","SAGE","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","ESTRAGON","2.000","2013-06-11T00:00:00",
"PYRACLOSTROBIN","ROKULA","2.000","2011-11-16T00:00:00",
"PYRACLOSTROBIN","SPRING ONION",,"2023-02-01T00:00:00","0.050"
"PYRAFLUFEN-ETHYL","VETCH","0.050","2006-01-10T00:00:00",
"PYRAFLUFEN-ETHYL","ONION","0.020","2010-02-18T00:00:00",
"PYRAFLUFEN-ETHYL","PEANUT","0.010","2011-11-14T00:00:00",
"PYRAFLUFEN-ETHYL","APPLE","0.020","2009-02-05T00:00:00",
"PYRAFLUFEN-ETHYL","PEAR","0.020","2013-01-21T00:00:00",
"PYRAFLUFEN-ETHYL","NECTARINE","0.020","2009-02-05T00:00:00",
"PYRAFLUFEN-ETHYL","PEACH","0.020","2009-02-05T00:00:00",
"PYRAFLUFEN-ETHYL","DATE","0.020","2013-01-21T00:00:00",
"PYRAFLUFEN-ETHYL","WHEAT","0.100","2005-11-22T00:00:00",
"PYRIDABEN","CITRUS FRUIT",,"2021-10-11T00:00:00","0.200"
"PYRIDABEN","CUCUMBER","0.050","2010-11-29T00:00:00",
"PYRIDABEN","PEPPER","0.050","2010-10-25T00:00:00",
"PYRIDABEN","EGG PLANT","0.050","1997-01-12T00:00:00",
"PYRIDABEN","TOMATO","0.050","2010-11-29T00:00:00","0.200"
"PYRIDABEN","APPLE","0.100","1997-01-12T00:00:00",
"PYRIDALYL","STRAWBERRY","1.000","2014-08-04T00:00:00",
"PYRIDALYL","POTATO","0.010","2010-10-04T00:00:00",
"PYRIDALYL","BRASSICA","0.050","2006-11-26T00:00:00",
"PYRIDALYL","CABBAGE","0.050","2021-08-17T00:00:00",
"PYRIDALYL","BROCCOLI","0.050","2021-08-17T00:00:00",
"PYRIDALYL","CAULIFLOWER","0.050","2021-08-17T00:00:00",
"PYRIDALYL","CUCUMBER","0.100","2018-02-18T00:00:00","0.200"
"PYRIDALYL","CHICK PEA","1.000","2013-11-25T00:00:00",
"PYRIDALYL","CORIANDER","1.000","2011-07-07T00:00:00",
"PYRIDALYL","LETTUCE","0.020","2009-02-05T00:00:00",
"PYRIDALYL","PEPPER",,"2008-06-10T00:00:00","0.200"
"PYRIDALYL","TOMATO","0.200","2007-08-30T00:00:00",
"PYRIDALYL","RED SWEET PEPPER","0.200","2009-03-31T00:00:00",
"PYRIDALYL","SWEET POTATO","0.050","2011-05-17T00:00:00",
"PYRIDALYL","CARROT","0.500","2012-07-26T00:00:00",
"PYRIDALYL","COTTON","0.050","2014-03-02T00:00:00",
"PYRIDALYL","PEANUT","0.010","2009-03-31T00:00:00",
"PYRIDALYL","CORN","0.050","2011-05-17T00:00:00",
"PYRIDALYL","DILL","1.000","2011-07-07T00:00:00",
"PYRIDALYL","PARSLEY (roots and leaves)","1.000","2011-05-17T00:00:00",
"PYRIDATE","CHICK PEA","0.050","1999-01-01T00:00:00","יתבטל"
"PYRIDATE","PEANUT","0.050","1999-01-01T00:00:00","יתבטל"
"PYRIDATE","CORN","0.050","1999-01-01T00:00:00","יתבטל"
"PYRIMETHANIL","THYME","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","GRAPES","2.000","2001-01-15T00:00:00",
"PYRIMETHANIL","STRAWBERRY","1.000","2001-03-21T00:00:00",
"PYRIMETHANIL","CITRUS FRUIT","5.000","2010-07-15T00:00:00",
"PYRIMETHANIL","CUCUMBER","1.000","2005-07-04T00:00:00",
"PYRIMETHANIL","SQUASH",,"2024-01-29T00:00:00","0.050"
"PYRIMETHANIL","CORIANDER","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","PEPPER",,"2016-03-09T00:00:00","0.700"
"PYRIMETHANIL","EGG PLANT",,"2020-07-03T00:00:00","1.000"
"PYRIMETHANIL","TOMATO","1.000","2012-02-09T00:00:00",
"PYRIMETHANIL","ONION","0.100","2009-04-05T00:00:00",
"PYRIMETHANIL","OREGANO","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","APPLE",,"2022-04-28T00:00:00","0.300"
"PYRIMETHANIL","PEAR",,"2021-05-11T00:00:00","8.500"
"PYRIMETHANIL","BASIL","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","DILL","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","MARJORAM","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","MINT","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","PARSLEY (roots and leaves)","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","ROSMARINE","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","SAGE","3.000","2011-12-19T00:00:00",
"PYRIMETHANIL","ESTRAGON","3.000","2011-12-19T00:00:00",
"PYRIMIDIFEN","WATERMELON","0.020","2009-02-05T00:00:00",
"PYRIMIDIFEN","PEPPER","0.020","2009-02-05T00:00:00",
"PYRIMIDIFEN","EGG PLANT","0.020","2009-02-05T00:00:00",
"PYRIMIDIFEN","TOMATO","0.020","2009-02-05T00:00:00",
"PYRIMIDIFEN","APPLE","0.100","2000-05-15T00:00:00",
"PYRIOFENONE","GRAPES",,"2019-06-16T00:00:00","0.500"
"PYRIOFENONE","STRAWBERRY",,"2022-07-06T00:00:00","0.150"
"PYRIOFENONE","MELON",,"2019-07-23T00:00:00","0.050"
"PYRIOFENONE","CUCUMBER","0.050","2019-06-13T00:00:00","0.100"
"PYRIOFENONE","PUMPKINS",,"2020-01-30T00:00:00","0.100"
"PYRIOFENONE","SQUASH","0.010","2018-09-04T00:00:00","0.100"
"PYRIOFENONE","WATERMELON",,"2018-09-04T00:00:00","0.010"
"PYRIOFENONE","PEPPER",,"2022-06-14T00:00:00","0.300"
"PYRIOFENONE","EGG PLANT",,"2022-06-14T00:00:00","0.100"
"PYRIOFENONE","TOMATO",,"2022-06-14T00:00:00","0.800"
"PYRIOFENONE","CARROT",,"2022-07-06T00:00:00","0.080"
"PYRIOFENONE","MANGO",,"2022-07-06T00:00:00","0.020"
"PYRIOFENONE","NECTARINE",,"2022-07-06T00:00:00","0.150"
"PYRIOFENONE","PEACH",,"2022-07-06T00:00:00","0.300"
"PYRIPROXYFEN","CITRUS FRUIT","0.500","2001-07-15T00:00:00",
"PYRIPROXYFEN","CABBAGE","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","MELON","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","EGG PLANT","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","TOMATO",,"2025-07-15T00:00:00","0.700"
"PYRIPROXYFEN","COTTON","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","MANGO",,"2024-02-28T00:00:00","0.020"
"PYRIPROXYFEN","PERSIMMON","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","APPLE","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","PEAR","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","PLUM","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","NECTARINE","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","PEACH","0.020","2009-02-05T00:00:00",
"PYRIPROXYFEN","OLIVES","0.020","2009-02-05T00:00:00",
"PYRITHIOBAC SODIUM","COTTON","0.050","2005-11-22T00:00:00",
"PYROXASULFONE","CHICK PEA",,"2019-06-13T00:00:00","0.010"
"PYROXASULFONE","PEANUT",,"2023-02-01T00:00:00","0.010"
"PYROXASULFONE","WHEAT",,"2019-06-13T00:00:00","0.010"
"QUINOXYFEN","GRAPES","0.500","1997-02-25T00:00:00",
"QUINOXYFEN","WATERMELON","0.030","1997-02-25T00:00:00",
"QUINOXYFEN","PEPPER","0.030","1997-02-25T00:00:00",
"QUINOXYFEN","TOMATO","0.030","1999-01-01T00:00:00",
"QUINOXYFEN","RED SWEET PEPPER","0.030","2005-11-23T00:00:00",
"QUINOXYFEN","APPLE",,"2018-06-13T00:00:00","0.030"
"QUINOXYFEN","NECTARINE","0.030","2005-11-23T00:00:00",
"QUINOXYFEN","PEACH","0.030","2005-11-23T00:00:00",
"QUIZALOFOP-P-ETHYL","ALFALFA","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","VETCH","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CITRUS FRUIT","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CELERIAC","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","BRASSICA","0.100","2013-01-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CABBAGE","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CAULIFLOWER","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","WATERMELON","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CHICK PEA","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","LETTUCE","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","PEPPER","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","TOMATO","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","RED SWEET PEPPER","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","PEAS","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","CARROT","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","ONION","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","COTTON","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","PEANUT","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","GARLIC","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","APPLE","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-ETHYL","PEAR","0.100","2006-03-21T00:00:00",
"QUIZALOFOP-P-TEFURYL","VETCH","0.100","2005-11-23T00:00:00",
"QUIZALOFOP-P-TEFURYL","BRASSICA","0.100","2005-11-23T00:00:00",
"QUIZALOFOP-P-TEFURYL","CABBAGE","0.100","2021-08-17T00:00:00",
"QUIZALOFOP-P-TEFURYL","BROCCOLI","0.100","2021-08-17T00:00:00",
"QUIZALOFOP-P-TEFURYL","CAULIFLOWER","0.100","2021-08-17T00:00:00",
"QUIZALOFOP-P-TEFURYL","WATERMELON","0.100","2005-11-23T00:00:00",
"QUIZALOFOP-P-TEFURYL","PEAS","0.100","2005-11-23T00:00:00",
"QUIZALOFOP-P-TEFURYL","ONION","0.100","2005-11-23T00:00:00",
