Commodity_Name,Commodity_Code,Pesticide_Name,MRL_Value,Flag_Po_Fat,Year_Legal_CAC,Full_Notes,Year_Science_JMPR,Flag_Status,Is_LOD,Commodity_ID,Pesticide_ID,crop_id_mapping,crop_name_mapping,crop_reasoning,pesticide_id_mapping,pesticide_name_mapping,pesticide_reasoning
"Citrus oil, edible",OR 0001,Isocycloseram,80.0,,2024.0,,2023,,False,,334.0,103,CITRUS FRUIT,"המונח 'Citrus oil, edible' מתייחס ככל הנראה לפרי הדר, שכן שמן אכיל מופק מהדרים (כגון תפוז, אשכולית וכו'). ברשימת הייחוס קיים 'פרי הדר' (CITRUS FRUIT, מזהה 103) שמתאים ביותר.",,,'Isocycloseram' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי חדש או חומר שאינו כלול ברשימה.
"Citrus oil, edible",OR 0001,Oxathiapiprolin,3.0,,2019.0,,2018,,False,,291.0,103,CITRUS FRUIT,"המונח 'Citrus oil, edible' מתייחס ככל הנראה לפרי הדר, שכן שמן אכיל מופק מהדרים (כגון תפוז, אשכולית וכו'). ברשימת הייחוס קיים 'פרי הדר' (CITRUS FRUIT, מזהה 103) שמתאים ביותר.",203,OXATHIAPIPROLIN,'Oxathiapiprolin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 203).
"Citrus oil, edible",OR 0001,Mandipropamid,30.0,,2022.0,,2021,,False,,231.0,103,CITRUS FRUIT,"המונח 'Citrus oil, edible' מתייחס ככל הנראה לפרי הדר, שכן שמן אכיל מופק מהדרים (כגון תפוז, אשכולית וכו'). ברשימת הייחוס קיים 'פרי הדר' (CITRUS FRUIT, מזהה 103) שמתאים ביותר.",174,MANDIPROPAMID,'Mandipropamid' מופיע ברשימת חומרי ההדברה (ID 174) כהתאמה מדויקת.
"Citrus oil, edible",OR 0001,Cyantraniliprole,4.5,,2016.0,,2015,,False,,263.0,103,CITRUS FRUIT,"המונח 'Citrus oil, edible' מתייחס ככל הנראה לפרי הדר, שכן שמן אכיל מופק מהדרים (כגון תפוז, אשכולית וכו'). ברשימת הייחוס קיים 'פרי הדר' (CITRUS FRUIT, מזהה 103) שמתאים ביותר.",58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
Sweet corn,GC 0447,Saflufenacil,0.01,,2012.0,,2011,,False,,251.0,136,SWEET CORN,"'Sweet corn' הוא תירס מתוק, שמופיע ברשימת הגידולים תחת 'תירס מתוק' (ID 136).",247,SAFLUFENACIL,'Saflufenacil' תואם בדיוק ל-'SAFLUFENACIL' (מזהה 247) ברשימת הייחוס.
Sweet corn,GC 0447,Spirotetramat,1.5,,2016.0,,2015,,False,,234.0,136,SWEET CORN,"'Sweet corn' הוא תירס מתוק, שמופיע ברשימת הגידולים תחת 'תירס מתוק' (ID 136).",252,SPIROTETRAMAT,'Spirotetramat' מופיע ברשימת חומרי ההדברה (ID 252) כהתאמה מדויקת.
"Orange oil, edible",OR 0004,Tebuconazole,10.0,,2021.0,,2019,,False,,189.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",258,TEBUCONAZOLE,'Tebuconazole' מופיע ברשימת חומרי ההדברה (ID 258) כהתאמה מדויקת.
"Orange oil, edible",OR 0004,Fluazifop-p-butyl,0.05,,2017.0,(LOD),2016,,True,,283.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",118,FLUAZIFOP-P-BUTYL,'Fluazifop-p-butyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 118).
"Orange oil, edible",OR 0004,Metaflumizone,100.0,,2021.0,,2019,,False,,236.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",182,METAFLUMIZONE,השם 'Metaflumizone' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 182: METAFLUMIZONE).
"Orange oil, edible",OR 0004,Lufenuron,8.0,,2019.0,,2018,,False,,286.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",171,LUFENURON,"'Lufenuron' הוא שם זהה לשם ברשימת הייחוס (ID 171), ולכן ההתאמה ישירה."
"Orange oil, edible",OR 0004,Teflubenzuron,126.0,,2017.0,,2016,,False,,190.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",260,TEFLUBENZURON,'Teflubenzuron' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 260).
"Orange oil, edible",OR 0004,Afidopyropen,0.7,,2021.0,[Note: Based on processing studies on oranges.],2019,,False,,312.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",11,AFIDOPYROPEN,"'Afidopyropen' הוא שם מסחרי/כימי של 'AFIDOPYROPEN' (ID 11) ברשימה, התאמה מדויקת."
"Orange oil, edible",OR 0004,Tetraniliprole,5.0,,2023.0,,2022,,False,,324.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",,,השם 'Tetraniliprole' אינו מופיע ברשימת חומרי ההדברה ולכן לא ניתן למפות.
"Orange oil, edible",OR 0004,Abamectin,0.1,,2019.0,,2018,,False,,177.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",5,ABAMECTIN,השם 'Abamectin' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 5: ABAMECTIN).
"Orange oil, edible",OR 0004,Spiromesifen,30.0,,2023.0,,2022,,False,,294.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",251,SPIROMESIFEN,'Spiromesifen' מופיע ברשימת חומרי ההדברה (ID 251) כהתאמה מדויקת.
"Orange oil, edible",OR 0004,Propiconazole,1850.0,,2019.0,,2018,,False,,160.0,,,"לא נמצא גידול בשם 'Orange oil, edible' או שמן תפוז אכיל ברשימת הגידולים. ייתכן שמדובר במוצר מעובד או תוצר לוואי ולא בגידול חקלאי ישיר.",,,'Propiconazole' אינו מופיע ברשימת הייחוס ולכן לא ניתן למפות.
"Ginseng, dried including red ginseng",DV 0604,Difenoconazole,0.8,,2018.0,,2017,,False,,224.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
"Ginseng, dried including red ginseng",DV 0604,Pyrimethanil,1.5,,2014.0,,2013,,False,,226.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",237,PYRIMETHANIL,'Pyrimethanil' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 237).
"Ginseng, dried including red ginseng",DV 0604,Azoxystrobin,0.3,,2013.0,,"2011, 2012",,False,,229.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",19,AZOXYSTROBIN,'Azoxystrobin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 19).
"Ginseng, dried including red ginseng",DV 0604,Oxathiapiprolin,0.15,,2017.0,,2016,,False,,291.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",203,OXATHIAPIPROLIN,'Oxathiapiprolin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 203).
"Ginseng, dried including red ginseng",DV 0604,Mandipropamid,4.0,,2023.0,,2022,,False,,231.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",174,MANDIPROPAMID,'Mandipropamid' מופיע ברשימת חומרי ההדברה (ID 174) כהתאמה מדויקת.
"Ginseng, dried including red ginseng",DV 0604,Benzovindiflupyr,0.3,,2023.0,,2022,,False,,261.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",,,"'Benzovindiflupyr' אינו מופיע ברשימת חומרי ההדברה, ולא נמצאה גרסה דומה בשם, לכן לא בוצעה התאמה."
"Ginseng, dried including red ginseng",DV 0604,Cypermethrins (including alpha- and zeta- cypermethrin),0.15,,2021.0,,2019,,False,,118.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",66,CYPERMETHRIN,"'Cypermethrins (including alpha- and zeta- cypermethrin)' מתייחס לכלל קבוצת הציפרמתרינים, והשם 'CYERMETHRIN' (ID 66) הוא ההתאמה הקרובה ביותר."
"Ginseng, dried including red ginseng",DV 0604,Chlorothalonil,2.0,,2016.0,,2015,,False,,81.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",45,CHLOROTHALONIL,Chlorothalonil הוא התאמה מדויקת לשם ברשימת חומרי ההדברה (ID 45).
"Ginseng, dried including red ginseng",DV 0604,Metalaxyl,0.06,,2023.0,((MM)) (LOD),2022,(MM),True,,138.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",183,METALAXYL,השם 'Metalaxyl' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 183: METALAXYL).
"Ginseng, dried including red ginseng",DV 0604,Tebuconazole,0.4,,2016.0,,2015,,False,,189.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",258,TEBUCONAZOLE,'Tebuconazole' מופיע ברשימת חומרי ההדברה (ID 258) כהתאמה מדויקת.
"Ginseng, dried including red ginseng",DV 0604,Cyprodinil,3.0,,2022.0,,2021,,False,,207.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",68,CYPRODINIL,השם 'Cyprodinil' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 68: CYPRODINIL).
"Ginseng, dried including red ginseng",DV 0604,Dithiocarbamates,1.5,,2015.0,[CCPR: Refer to Dithiocarbamates(105)/Mancozeb(050).],2014,,False,,105.0,,,"השם 'Ginseng, dried including red ginseng' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",92,DITHIOCARBAMATES,"'Dithiocarbamates' מופיע ברשימת חומרי ההדברה (ID 92), לכן בוצעה התאמה מדויקת."
"Ginseng, extracts",DM 0604,Azoxystrobin,0.5,,2013.0,,"2011, 2012",,False,,229.0,,,"השם 'Ginseng, extracts' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",19,AZOXYSTROBIN,'Azoxystrobin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 19).
"Ginseng, extracts",DM 0604,Tebuconazole,0.5,,2016.0,,2015,,False,,189.0,,,"השם 'Ginseng, extracts' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",258,TEBUCONAZOLE,'Tebuconazole' מופיע ברשימת חומרי ההדברה (ID 258) כהתאמה מדויקת.
"Ginseng, extracts",DM 0604,Difenoconazole,0.6,,2014.0,,2013,,False,,224.0,,,"השם 'Ginseng, extracts' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
"Ginseng, extracts",DM 0604,Cypermethrins (including alpha- and zeta- cypermethrin),0.06,,2021.0,(LOD),2019,,True,,118.0,,,"השם 'Ginseng, extracts' אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין שם דומה או שם נרדף ברשימה. לכן לא ניתן למפות גידול זה.",66,CYPERMETHRIN,"'Cypermethrins (including alpha- and zeta- cypermethrin)' מתייחס לכלל קבוצת הציפרמתרינים, והשם 'CYERMETHRIN' (ID 66) הוא ההתאמה הקרובה ביותר."
"Tea, green",DT 1116,Tolfenpyrad,30.0,,2014.0,,2013,,False,,269.0,,,"'Tea, green' (תה ירוק) אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין קטגוריה דומה או כללית (כגון 'עשבים' או 'משקאות'), לכן לא נמצאה התאמה.",272,TOLFENPYRAD,'Tolfenpyrad' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 272).
"Tea, green",DT 1116,Buprofezin,30.0,,2013.0,,2012,,False,,173.0,,,"'Tea, green' (תה ירוק) אינו מופיע ברשימת הגידולים באנגלית או בעברית, ואין קטגוריה דומה או כללית (כגון 'עשבים' או 'משקאות'), לכן לא נמצאה התאמה.",33,BUPROFEZIN,'Buprofezin' מופיע ברשימת חומרי ההדברה (ID 33) כהתאמה מדויקת.
Cotton gin trash,AB 1204,Metconazole,10.0,(dw),2021.0,((dw)),2019,,False,,313.0,56,COTTON,"המונח 'Cotton gin trash' מתייחס לשאריות שנשארות לאחר עיבוד כותנה. ברשימת הייחוס מופיעה 'כותנה' (COTTON), שהיא הגידול הקרוב ביותר. אין קטגוריה נפרדת לשאריות או פסולת כותנה, לכן זו ההתאמה הסבירה ביותר.",,,"'Metconazole' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה מספיק, לכן לא נמצאה התאמה."
Cotton gin trash,AB 1204,Afidopyropen,1.5,,2021.0,,2019,,False,,312.0,56,COTTON,"המונח 'Cotton gin trash' מתייחס לשאריות שנשארות לאחר עיבוד כותנה. ברשימת הייחוס מופיעה 'כותנה' (COTTON), שהיא הגידול הקרוב ביותר. אין קטגוריה נפרדת לשאריות או פסולת כותנה, לכן זו ההתאמה הסבירה ביותר.",11,AFIDOPYROPEN,"'Afidopyropen' הוא שם מסחרי/כימי של 'AFIDOPYROPEN' (ID 11) ברשימה, התאמה מדויקת."
Cotton gin trash,AB 1204,Tioxazafen,0.02,,2019.0,,2018,,False,,311.0,56,COTTON,"המונח 'Cotton gin trash' מתייחס לשאריות שנשארות לאחר עיבוד כותנה. ברשימת הייחוס מופיעה 'כותנה' (COTTON), שהיא הגידול הקרוב ביותר. אין קטגוריה נפרדת לשאריות או פסולת כותנה, לכן זו ההתאמה הסבירה ביותר.",,,'Tioxazafen' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי חדש או חומר שאינו כלול ברשימה.
Cotton gin trash,AB 1204,Penthiopyrad,20.0,(DM),2014.0,((DM)),2012,,False,,253.0,56,COTTON,"המונח 'Cotton gin trash' מתייחס לשאריות שנשארות לאחר עיבוד כותנה. ברשימת הייחוס מופיעה 'כותנה' (COTTON), שהיא הגידול הקרוב ביותר. אין קטגוריה נפרדת לשאריות או פסולת כותנה, לכן זו ההתאמה הסבירה ביותר.",213,PENTHIOPYRAD,Penthiopyrad הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 213).
"Barley bran, processed",CF 0640,Thiamethoxam,1.5,,2022.0,,2021,,False,,245.0,130,BARLEY,"'Barley bran, processed' הוא סובין שעורה מעובד. ברשימת הייחוס מופיעה 'שעורה תרבותית' (BARLEY), שהיא ההתאמה הקרובה ביותר, מאחר ואין קטגוריה נפרדת לסובין או תוצרי לוואי.",268,THIAMETHOXAM,השם 'Thiamethoxam' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 268: THIAMETHOXAM).
"Barley bran, processed",CF 0640,Clothianidin,0.15,,2022.0,[Note: Combined clothianidin and thiamethoxam use.],2021,,False,,238.0,130,BARLEY,"'Barley bran, processed' הוא סובין שעורה מעובד. ברשימת הייחוס מופיעה 'שעורה תרבותית' (BARLEY), שהיא ההתאמה הקרובה ביותר, מאחר ואין קטגוריה נפרדת לסובין או תוצרי לוואי.",57,CLOTHIANIDIN,'Clothianidin' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 57).
"Barley bran, processed",CF 0640,Trinexapac-ethyl,4.0,,2022.0,,2021,,False,,271.0,130,BARLEY,"'Barley bran, processed' הוא סובין שעורה מעובד. ברשימת הייחוס מופיעה 'שעורה תרבותית' (BARLEY), שהיא ההתאמה הקרובה ביותר, מאחר ואין קטגוריה נפרדת לסובין או תוצרי לוואי.",,,"'Trinexapac-ethyl' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה מספיק, לכן לא נמצאה התאמה."
"Barley bran, processed",CF 0640,Fluxapyroxad,4.0,,2013.0,,2012,,False,,256.0,130,BARLEY,"'Barley bran, processed' הוא סובין שעורה מעובד. ברשימת הייחוס מופיעה 'שעורה תרבותית' (BARLEY), שהיא ההתאמה הקרובה ביותר, מאחר ואין קטגוריה נפרדת לסובין או תוצרי לוואי.",138,FLUXAPYROXAD,'Fluxapyroxad' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 138).
"Barley bran, processed",CF 0640,Bicyclopyrone,0.1,,2018.0,,2017,,False,,295.0,130,BARLEY,"'Barley bran, processed' הוא סובין שעורה מעובד. ברשימת הייחוס מופיעה 'שעורה תרבותית' (BARLEY), שהיא ההתאמה הקרובה ביותר, מאחר ואין קטגוריה נפרדת לסובין או תוצרי לוואי.",,,"השם 'Bicyclopyrone' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה או שם מסחרי מקביל, לכן לא נמצא התאמה."
Sweet corn fodder,AS 0447,Novaluron,40.0,,2006.0,,2005,,False,,217.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",198,NOVALURON,השם 'Novaluron' מופיע ברשימת הייחוס תחת מזהה 198. זו התאמה מדויקת לשם הכימי.
Sweet corn fodder,AS 0447,Prothioconazole,15.0,,2015.0,[CCPR: Tentative commodity code],2014,,False,,232.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",230,PROTHIOCONAZOLE,השם 'Prothioconazole' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 230: PROTHIOCONAZOLE).
Sweet corn fodder,AS 0447,Fenbuconazole,1.0,,2013.0,,2009,,False,,197.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",108,FENBUCONAZOLE,'Fenbuconazole' מופיע ברשימת חומרי ההדברה (ID 108) כהתאמה מדויקת.
Sweet corn fodder,AS 0447,Imidacloprid,5.0,,2004.0,,2002,,False,,206.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",157,IMIDACLOPRID,'Imidacloprid' מופיע ברשימת חומרי ההדברה (ID 157) כהתאמה מדויקת.
Sweet corn fodder,AS 0447,Spirodiclofen,4.0,,2010.0,,2009,,False,,237.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",250,SPIRODICLOFEN,השם 'Spirodiclofen' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 250: SPIRODICLOFEN).
Sweet corn fodder,AS 0447,Bicyclopyrone,0.5,(dw),2018.0,((dw)),2017,,False,,295.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",,,"השם 'Bicyclopyrone' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה או שם מסחרי מקביל, לכן לא נמצא התאמה."
Sweet corn fodder,AS 0447,Permethrin,50.0,,,,,,False,,120.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",214,PERMETHRIN,Permethrin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 214).
Sweet corn fodder,AS 0447,Methoxyfenozide,7.0,,2005.0,,2003,,False,,209.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",189,METHOXYFENOZIDE,"'Methoxyfenozide' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 189), לכן בוצעה התאמה מדויקת."
Sweet corn fodder,AS 0447,Flusilazole,2.0,,2008.0,,2007,,False,,165.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",,,'Flusilazole' אינו מופיע ברשימת חומרי ההדברה ולכן אין התאמה.
Sweet corn fodder,AS 0447,Acetamiprid,40.0,,2016.0,,2015,,False,,246.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",7,ACETAMIPRID,השם 'Acetamiprid' מופיע ברשימת הייחוס תחת מזהה 7. זו התאמה מדויקת לשם הכימי.
Sweet corn fodder,AS 0447,Difenoconazole,0.01,(dw),2018.0,((dw)) (LOD),2017,,True,,224.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",79,DIFENOCONAZOLE,השם 'Difenoconazole' תואם בדיוק לשם באנגלית של קוטל פטריות ברשימת הייחוס (ID 79).
Sweet corn fodder,AS 0447,Spinetoram,0.15,,2018.0,,2017,,False,,233.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",248,SPINETORAM,"Spinetoram הוא שם זהה לרשימה (ID 248), ולכן ההתאמה ישירה וברורה."
Sweet corn fodder,AS 0447,Acetochlor,1.5,,2016.0,,2015,,False,,280.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",,,'Acetochlor' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
Sweet corn fodder,AS 0447,Pyrimethanil,40.0,,2008.0,,2007,,False,,226.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",237,PYRIMETHANIL,'Pyrimethanil' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 237).
Sweet corn fodder,AS 0447,Fludioxonil,20.0,,2007.0,,2006,,False,,211.0,135,FORAGE CORN,"'Sweet corn fodder' מתייחס לתירס מתוק המשמש כמספוא. ברשימת הייחוס יש 'תירס מספוא' (FORAGE CORN), שהוא הגידול המתאים ביותר. למרות שמדובר בתירס מתוק, השימוש כמספוא מתאים לקטגוריה זו.",121,FLUDIOXONIL,השם 'Fludioxonil' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 121).
Lupin (dry),VD 0545,Acetochlor,0.15,,2016.0,,2015,,False,,280.0,,,"'Lupin (dry)' אינו מופיע ברשימת הייחוס באנגלית או בעברית, ואין שם מקביל ברור. ייתכן שמדובר בקטניה אך אין התאמה ישירה ולכן לא בוצעה מיפוי.",,,'Acetochlor' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
Lupin (dry),VD 0545,Flumioxazin,0.07,,2016.0,,2015,,False,,284.0,,,"'Lupin (dry)' אינו מופיע ברשימת הייחוס באנגלית או בעברית, ואין שם מקביל ברור. ייתכן שמדובר בקטניה אך אין התאמה ישירה ולכן לא בוצעה מיפוי.",126,FLUMIOXAZIN,Flumioxazin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 126).
Lupin (dry),VD 0545,Cyromazine,3.0,,2013.0,,2012,,False,,169.0,,,"'Lupin (dry)' אינו מופיע ברשימת הייחוס באנגלית או בעברית, ואין שם מקביל ברור. ייתכן שמדובר בקטניה אך אין התאמה ישירה ולכן לא בוצעה מיפוי.",70,CYROMAZINE,השם 'Cyromazine' תואם במדויק לשם CYROMAZINE (ID 70) ברשימת הרפרנס.
